timestamp,lwir_source,rgb_source,class_id,class_name,confidence,lwir_bbox_xyxy,rgb_bbox_xyxy
1745445940.2174497,/media/sauron/SAURON/Out/image_00021372.jpg,/media/sauron/SAURON/forDistro/1Downlooking/RGB/image_2931067888.png,0,AOI,0.8464,"[191, 188, 248, 235]","[2509, 1624, 2874, 1899]"
1745445942.4451368,/media/sauron/SAURON/Out/image_00021445.jpg,/media/sauron/SAURON/forDistro/1Downlooking/RGB/image_2931067889.png,0,AOI,0.8573,"[192, 143, 248, 190]","[2509, 1887, 2868, 2163]"
1745445944.5048113,/media/sauron/SAURON/Out/image_00021519.jpg,/media/sauron/SAURON/forDistro/1Downlooking/RGB/image_2931067890.png,0,AOI,0.8366,"[195, 102, 252, 148]","[2484, 2133, 2848, 2403]"
1745445946.9171534,/media/sauron/SAURON/Out/image_00021593.jpg,/media/sauron/SAURON/forDistro/1Downlooking/RGB/image_2931067891.png,0,AOI,0.8367,"[198, 63, 254, 107]","[2471, 2374, 2829, 2631]"
1745445949.3491406,/media/sauron/SAURON/Out/image_00021667.jpg,/media/sauron/SAURON/forDistro/1Downlooking/RGB/image_2931067892.png,0,AOI,0.8283,"[203, 27, 258, 68]","[2445, 2602, 2797, 2842]"
1745445951.7168503,/media/sauron/SAURON/Out/image_00021740.jpg,/media/sauron/SAURON/forDistro/1Downlooking/RGB/image_2931067893.png,0,AOI,0.8158,"[207, 0, 260, 35]","[2432, 2795, 2772, 2999]"
1745445859.1632235,/media/sauron/SAURON/Out/image_00020929.jpg,/media/sauron/SAURON/forDistro/1Downlooking/RGB/image_2931067882.png,0,AOI,0.8434,"[206, 446, 257, 483]","[2452, 170, 2778, 387]"
1745445860.96745,/media/sauron/SAURON/Out/image_00021003.jpg,/media/sauron/SAURON/forDistro/1Downlooking/RGB/image_2931067883.png,0,AOI,0.8405,"[200, 408, 257, 453]","[2452, 346, 2816, 610]"
1745445862.7700913,/media/sauron/SAURON/Out/image_00021077.jpg,/media/sauron/SAURON/forDistro/1Downlooking/RGB/image_2931067884.png,0,AOI,0.8376,"[196, 369, 254, 418]","[2471, 551, 2842, 838]"
1745445864.538065,/media/sauron/SAURON/Out/image_00021151.jpg,/media/sauron/SAURON/forDistro/1Downlooking/RGB/image_2931067885.png,0,AOI,0.8498,"[191, 324, 253, 379]","[2477, 780, 2874, 1102]"
1745445866.2916787,/media/sauron/SAURON/Out/image_00021224.jpg,/media/sauron/SAURON/forDistro/1Downlooking/RGB/image_2931067886.png,0,AOI,0.8568,"[190, 280, 249, 330]","[2503, 1067, 2880, 1360]"
